frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
10245.46,-6.39,-6.39,0.01,0.01,-0.02,0.22,-6.41,-0.00,0.00
10347.91,-6.31,-6.31,-0.21,-0.21,0.20,0.43,-6.11,-0.01,0.00
10451.39,-5.97,-5.97,-0.44,-0.44,0.43,0.64,-5.54,-0.01,0.00
10555.91,-5.46,-5.46,-0.68,-0.68,0.67,0.86,-4.79,-0.01,0.00
10661.46,-4.85,-4.85,-0.92,-0.92,0.92,1.09,-3.93,-0.00,0.00
10768.08,-4.16,-4.16,-1.17,-1.17,1.18,1.32,-2.98,0.00,0.00
10875.76,-3.43,-3.43,-1.43,-1.43,1.43,1.56,-2.00,-0.00,0.00
10984.52,-2.73,-2.73,-1.69,-1.69,1.69,1.80,-1.05,-0.01,0.00
11094.36,-2.09,-2.09,-1.96,-1.96,1.94,2.04,-0.15,-0.02,0.00
11205.31,-1.52,-1.52,-2.23,-2.23,2.20,2.29,0.68,-0.03,0.00
11317.36,-1.04,-1.04,-2.51,-2.51,2.46,2.53,1.42,-0.05,0.00
11430.53,-0.68,-0.68,-2.80,-2.80,2.72,2.78,2.04,-0.08,0.00
11544.84,-0.42,-0.42,-3.09,-3.09,2.98,3.04,2.56,-0.11,0.00
11660.29,-0.30,-0.30,-3.39,-3.39,3.24,3.29,2.94,-0.15,0.00
11776.89,-0.32,-0.32,-3.69,-3.69,3.50,3.54,3.18,-0.19,0.00
11894.66,-0.45,-0.45,-4.00,-4.00,3.76,3.80,3.31,-0.25,0.00
12013.60,-0.69,-0.69,-4.32,-4.32,4.01,4.06,3.33,-0.30,0.00
12133.74,-1.01,-1.01,-4.64,-4.64,4.27,4.31,3.26,-0.37,0.00
12255.08,-1.39,-1.39,-4.97,-4.97,4.53,4.57,3.14,-0.44,0.00
12377.63,-1.82,-1.82,-5.30,-5.30,4.79,4.82,2.96,-0.51,0.00
12501.41,-2.39,-2.39,-5.64,-5.64,5.05,5.08,2.65,-0.59,0.00
12626.42,-3.06,-3.06,-5.99,-5.99,5.31,5.34,2.25,-0.68,0.00
12752.68,-3.73,-3.73,-6.34,-6.34,5.56,5.59,1.84,-0.77,0.00
12880.21,-4.34,-4.34,-6.70,-6.70,5.82,5.84,1.49,-0.87,0.00
13009.01,-4.82,-4.82,-7.06,-7.06,6.08,6.10,1.26,-0.98,0.00
13139.10,-5.16,-5.16,-7.43,-7.43,6.34,6.35,1.18,-1.09,0.00
13270.49,-5.30,-5.30,-7.81,-7.81,6.60,6.60,1.30,-1.21,0.00
13403.20,-5.27,-5.27,-8.19,-8.19,6.86,6.85,1.59,-1.33,0.00
13537.23,-5.07,-5.07,-8.58,-8.58,7.11,7.10,2.05,-1.46,0.00
13672.60,-4.73,-4.73,-8.97,-8.97,7.37,7.35,2.64,-1.60,0.00
13809.33,-4.32,-4.32,-9.37,-9.37,7.63,7.60,3.32,-1.74,0.00
13947.42,-3.95,-3.95,-9.78,-9.78,7.89,7.85,3.94,-1.89,0.00
14086.90,-3.73,-3.73,-10.19,-10.19,8.15,8.09,4.42,-2.04,0.00
14227.77,-3.74,-3.74,-10.61,-10.61,8.41,8.33,4.67,-2.20,0.00
14370.04,-4.00,-4.00,-11.03,-11.03,8.67,8.57,4.66,-2.36,0.00
14513.74,-4.51,-4.51,-11.46,-11.46,8.92,8.81,4.41,-2.54,0.00
14658.88,-5.20,-5.20,-11.90,-11.90,9.18,9.05,3.98,-2.71,0.00
14805.47,-6.04,-6.04,-12.34,-12.34,9.44,9.29,3.40,-2.90,0.00
14953.52,-6.90,-6.90,-12.79,-12.79,9.70,9.52,2.80,-3.09,0.00
15103.06,-7.66,-7.66,-13.24,-13.24,9.96,9.75,2.30,-3.28,0.00
15254.09,-8.33,-8.33,-13.70,-13.70,10.22,9.98,1.89,-3.48,0.00
15406.63,-8.98,-8.98,-14.17,-14.17,10.49,10.20,1.51,-3.67,0.00
15560.70,-9.76,-9.76,-14.64,-14.64,10.77,10.42,1.02,-3.86,0.00
15716.30,-10.77,-10.77,-15.12,-15.12,11.04,10.64,0.27,-4.07,0.00
15873.47,-12.18,-12.18,-15.60,-15.60,11.29,10.85,-0.89,-4.31,0.00
16032.20,-14.00,-14.00,-16.09,-16.09,11.51,11.05,-2.50,-4.58,0.00
16192.52,-16.18,-16.18,-16.59,-16.59,11.69,11.24,-4.49,-4.90,0.00
16354.45,-18.64,-18.64,-17.09,-17.09,11.83,11.43,-6.81,-5.25,0.00
16517.99,-21.21,-21.21,-17.60,-17.60,11.94,11.61,-9.27,-5.66,0.00
16683.17,-23.58,-23.58,-18.11,-18.11,12.01,11.78,-11.57,-6.10,0.00
16850.01,-25.21,-25.21,-18.63,-18.63,12.04,11.94,-13.17,-6.59,0.00
17018.51,-25.98,-25.98,-19.16,-19.16,12.05,12.08,-13.93,-7.11,0.00
17188.69,-26.02,-26.02,-19.69,-19.69,12.04,12.21,-13.99,-7.65,0.00
17360.58,-25.55,-25.55,-20.23,-20.23,12.02,12.32,-13.54,-8.21,0.00
17534.18,-24.83,-24.83,-20.77,-20.77,12.00,12.41,-12.83,-8.77,0.00
17709.53,-24.11,-24.11,-21.32,-21.32,12.00,12.48,-12.11,-9.32,0.00
17886.62,-23.64,-23.64,-21.88,-21.88,12.00,12.53,-11.64,-9.88,0.00
18065.49,-23.56,-23.56,-22.44,-22.44,12.00,12.55,-11.56,-10.44,0.00
18246.14,-24.04,-24.04,-23.01,-23.01,12.00,12.54,-12.04,-11.01,0.00
18428.60,-25.01,-25.01,-23.58,-23.58,12.00,12.51,-13.01,-11.58,0.00
18612.89,-26.17,-26.17,-24.16,-24.16,12.00,12.44,-14.17,-12.16,0.00
18799.02,-27.28,-27.28,-24.75,-24.75,12.00,12.34,-15.28,-12.75,0.00
18987.01,-28.32,-28.32,-25.34,-25.34,12.00,12.21,-16.32,-13.34,0.00
19176.88,-29.02,-29.02,-25.94,-25.94,12.00,12.04,-17.02,-13.94,0.00
19368.65,-29.58,-29.58,-26.54,-26.54,12.00,11.84,-17.58,-14.54,0.00
19562.33,-30.00,-30.00,-27.15,-27.15,12.00,11.60,-18.00,-15.15,0.00
19757.96,-30.27,-30.27,-27.77,-27.77,12.00,11.32,-18.27,-15.77,0.00
19955.54,-30.39,-30.39,-28.39,-28.39,12.00,11.01,-18.39,-16.39,0.00
